ruby-0.49	149.8
ruby-0.50	139.4
ruby-0.51	91.8
ruby-0.54	59.6
ruby-0.55	58.8
ruby-0.60	56.8
ruby-0.62	78.4
ruby-0.63	83.4
ruby-0.64	87.8
ruby-0.65	87.0
ruby-0.69	83.6
ruby-0.73	86.0
ruby-0.76	85.0
ruby-0.95	86.0
ruby-1.2	107.4
ruby-1.2.1	109.6
ruby-1.2.2	113.2
ruby-1.2.3	107.4
ruby-1.2.4	109.4
ruby-1.2.5	105.2
ruby-1.2.6	106.6
ruby-1.3	110.0
ruby-1.3.5	109.8
ruby-1.3.6	114.6
ruby-1.3.7	107.2
ruby-1.4.0	108.2
ruby-1.4.1	108.0
ruby-1.4.2	108.6
ruby-1.4.3	112.4
ruby-1.4.4	111.6
ruby-1.4.5	103.4
ruby-1.4.6	103.6
ruby-1.6.0	118.4
ruby-1.6.1	113.4
ruby-1.6.2	104.0
ruby-1.6.3	113.4
ruby-1.6.4	109.0
ruby-1.6.5	120.0
ruby-1.6.6	112.4
ruby-1.6.7	113.4
ruby-1.6.8	109.0
ruby-1.8.0	62.0
ruby-1.8.1	66.2
ruby-1.8.2	68.2
ruby-1.8.3	66.4
ruby-1.8.4	64.8
ruby-1.8.5	63.2
ruby-1.8.6	66.8
ruby-1.8.7	68.6
ruby-2.0.0-p0	10.0
ruby-2.1.0	14.6
ruby-2.1.1	15.0
ruby-2.1.2	14.0
ruby-2.1.3	14.0
ruby-2.1.4	14.4
ruby-2.1.5	15.4
ruby-2.1.6	15.2
ruby-2.1.7	14.4
ruby-2.1.8	14.0
ruby-2.1.9	14.2
ruby-2.1.10	13.6
ruby-2.2.0	13.6
ruby-2.2.1	14.2
ruby-2.2.2	14.6
ruby-2.2.3	14.0
ruby-2.2.4	14.6
ruby-2.2.5	14.8
ruby-2.2.6	15.2
ruby-2.2.7	14.2
ruby-2.2.8	13.8
ruby-2.2.9	14.0
ruby-2.2.10	14.4
ruby-2.3.0	14.0
ruby-2.3.1	14.4
ruby-2.3.2	14.6
ruby-2.3.3	14.0
ruby-2.3.4	14.6
ruby-2.3.5	14.2
ruby-2.3.6	14.4
ruby-2.3.7	14.0
ruby-2.3.8	15.2
ruby-2.4.0	14.6
ruby-2.4.1	15.6
ruby-2.4.2	14.6
ruby-2.4.3	14.8
ruby-2.4.4	13.8
ruby-2.4.5	14.0
ruby-2.4.6	14.4
ruby-2.4.7	15.4
ruby-2.4.9	15.6
ruby-2.4.10	15.8
ruby-2.5.0	13.4
ruby-2.5.1	14.6
ruby-2.5.2	14.4
ruby-2.5.3	13.8
ruby-2.5.4	13.8
ruby-2.5.5	15.0
ruby-2.5.6	13.0
ruby-2.5.7	13.2
ruby-2.5.8	13.6
ruby-2.5.9	13.2
ruby-2.6.0	10.2
ruby-2.6.1	10.4
ruby-2.6.2	10.0
ruby-2.6.3	10.8
ruby-2.6.4	10.8
ruby-2.6.5	10.6
ruby-2.6.6	10.8
ruby-2.6.7	10.4
ruby-2.6.8	10.4
ruby-2.7.0	11.0
ruby-2.7.1	10.2
ruby-2.7.2	10.4
ruby-2.7.3	11.0
ruby-2.7.4	10.4
ruby-3.0.0	10.6
ruby-3.0.1	11.6
ruby-3.0.2	10.8
