ruby-0.49	14788.8
ruby-0.50	29385.8
ruby-0.51	29217.2
ruby-0.54	29500.0
ruby-0.55	29492.2
ruby-0.60	29402.2
ruby-0.62	31903.2
ruby-0.63	32661.2
ruby-0.64	32760.4
ruby-0.65	32379.0
ruby-0.69	34579.2
ruby-0.73	32111.0
ruby-0.76	32934.4
ruby-0.95	31827.8
ruby-1.2	22694.2
ruby-1.2.1	22637.2
ruby-1.2.2	22494.0
ruby-1.2.3	22347.0
ruby-1.2.4	22313.6
ruby-1.2.5	22816.4
ruby-1.2.6	22785.0
ruby-1.3	22308.6
ruby-1.3.5	44630.6
ruby-1.3.6	44854.0
ruby-1.3.7	44764.0
ruby-1.4.0	44827.2
ruby-1.4.1	45217.2
ruby-1.4.2	45633.0
ruby-1.4.3	44920.2
ruby-1.4.4	45131.4
ruby-1.4.5	44441.4
ruby-1.4.6	44823.2
ruby-1.6.0	16427.0
ruby-1.6.1	15298.4
ruby-1.6.2	15536.6
ruby-1.6.3	15294.2
ruby-1.6.4	14642.2
ruby-1.6.5	15250.0
ruby-1.6.6	15894.6
ruby-1.6.7	15386.8
ruby-1.6.8	15708.0
ruby-1.8.0	16919.8
ruby-1.8.1	14346.2
ruby-1.8.2	13986.6
ruby-1.8.3	13782.4
ruby-1.8.4	14084.0
ruby-1.8.5	14140.0
ruby-1.8.6	14119.4
ruby-1.8.7	14366.2
ruby-2.0.0-p0	22452.6
ruby-2.1.0	12606.2
ruby-2.1.1	12326.0
ruby-2.1.2	12371.2
ruby-2.1.3	11874.0
ruby-2.1.4	12328.6
ruby-2.1.5	12268.8
ruby-2.1.6	12416.6
ruby-2.1.7	12006.8
ruby-2.1.8	12370.4
ruby-2.1.9	12611.0
ruby-2.1.10	12290.2
ruby-2.2.0	14192.2
ruby-2.2.1	14090.6
ruby-2.2.2	14863.0
ruby-2.2.3	14676.4
ruby-2.2.4	14713.8
ruby-2.2.5	14460.2
ruby-2.2.6	14615.2
ruby-2.2.7	14494.0
ruby-2.2.8	14090.4
ruby-2.2.9	14506.2
ruby-2.2.10	13591.6
ruby-2.3.0	14394.2
ruby-2.3.1	14575.4
ruby-2.3.2	14587.8
ruby-2.3.3	14421.0
ruby-2.3.4	14419.4
ruby-2.3.5	14161.6
ruby-2.3.6	14404.8
ruby-2.3.7	15259.0
ruby-2.3.8	15459.2
ruby-2.4.0	12640.6
ruby-2.4.1	12649.0
ruby-2.4.2	12428.0
ruby-2.4.3	12732.0
ruby-2.4.4	13161.8
ruby-2.4.5	13726.6
ruby-2.4.6	13383.0
ruby-2.4.7	13402.0
ruby-2.4.9	13664.0
ruby-2.4.10	13327.4
ruby-2.5.0	12938.0
ruby-2.5.1	12954.6
ruby-2.5.2	12854.4
ruby-2.5.3	12952.4
ruby-2.5.4	12781.4
ruby-2.5.5	12321.2
ruby-2.5.6	13381.4
ruby-2.5.7	13249.2
ruby-2.5.8	13318.0
ruby-2.5.9	12955.6
ruby-2.6.0	12731.0
ruby-2.6.1	12744.8
ruby-2.6.2	12703.0
ruby-2.6.3	12765.8
ruby-2.6.4	12879.8
ruby-2.6.5	12667.6
ruby-2.6.6	12619.8
ruby-2.6.7	12580.4
ruby-2.6.8	12241.4
ruby-2.7.0	12300.6
ruby-2.7.1	12278.0
ruby-2.7.2	12483.8
ruby-2.7.3	12345.2
ruby-2.7.4	12448.4
ruby-3.0.0	12183.0
ruby-3.0.1	11840.8
ruby-3.0.2	11871.4
